drug_name,adr_term,archetype,true_signal,demographic_minority_flag,T_confirmation,feature_extraction_date,years_since_approval,days_to_signal,notoriety_flag,stimulated_reporting_flag,ground_truth_confidence,temporal_cohort,S1,S2_raw,S2_corrected,S3,S4,S5,S6,S7,weber_factor,prr_raw,S1_score,S2_score,S3_score,S4_score,S5_score,S6_score,S7_score,prr_score,composite_probability,hdi_lower,hdi_upper,hdi_width,dci,uncertainty_flag
Tetrazepam,Cutaneous Reactions,standard,1,0,2013-07-15,2013-01-15,5.957,432,0,0,0.8,2010-2015,85.05,74.65,74.65,28.0,100.0,69.41,50.0,55.28,1.0,13.376,0.8504999999999999,0.7465,0.28,1.0,0.6940999999999999,0.5,0.5528,0.6779446492479159,0.9927,0.9746,0.9979,0.0234,0.9854,False
Benzodiazepines,Alzheimer Disease,negative,0,0,,2011-04-29,5.644,9999,0,0,0.8,unknown,30.86,100.0,100.0,9.3,10.23,6.95,21.77,46.77,1.0,1.446,0.3086,1.0,0.09300000000000001,0.1023,0.0695,0.2177,0.4677,0.22749076912783175,0.0253,0.0103,0.0608,0.0506,0.9495,False
Benfluorex,Valvular Heart Disease,silent_killer,1,1,2009-11-15,2009-05-18,4.012,458,0,1,0.8,2005-2010,100.0,0.0,0.0,48.18,61.17,28.25,50.0,66.06,1.0,17.289,1.0,0.0,0.4818,0.6117,0.2825,0.5,0.6606000000000001,0.7391731113489615,0.9835,0.94,0.9956,0.0556,0.9669,False
Sibutramine,Cardiovascular Events,standard,1,0,2010-01-15,2009-07-18,7.184,1126,0,0,1.0,2010-2015,43.84,39.01,39.01,49.47,56.81,100.0,50.0,66.21,1.0,12.406,0.4384,0.3901,0.4947,0.5681,1.0,0.5,0.6620999999999999,0.6601773858769082,0.9933,0.977,0.9981,0.0211,0.9865,False
Venlafaxine,Suicidality Adults Low-risk,negative,0,0,,2010-05-24,4.813,9999,0,0,0.8,unknown,20.14,42.12,42.12,36.57,16.65,0.0,27.04,31.84,1.0,3.067,0.2014,0.42119999999999996,0.3657,0.16649999999999998,0.0,0.2704,0.3184,0.35680769138102064,0.0062,0.003,0.0125,0.0095,0.9876,False
Temafloxacin,Hemolytic Anemia,silent_killer,1,0,1992-06-15,1991-12-17,5.967,235,0,1,0.6,2000-2005,77.65,27.56,27.56,49.37,93.75,28.64,75.0,60.11,1.0,12.4,0.7765000000000001,0.2756,0.49369999999999997,0.9375,0.2864,0.75,0.6011,0.6600635301211558,0.9945,0.9788,0.9986,0.0198,0.9889,False
Beta Blockers,Depression (Systematic),negative,0,1,,2012-12-23,5.9,9999,0,0,0.8,unknown,0.0,64.82,64.82,21.56,20.89,0.0,23.72,29.81,1.0,3.106,0.0,0.6481999999999999,0.21559999999999999,0.2089,0.0,0.2372,0.2981,0.359234984085006,0.002,0.001,0.0041,0.0031,0.9959,False
Alosetron,Ischemic Colitis,standard,1,0,2000-11-15,2000-05-18,6.745,920,0,0,1.0,2000-2005,42.24,53.03,53.03,100.0,94.56,79.49,25.0,82.4,1.0,23.559,0.4224,0.5303,1.0,0.9456,0.7948999999999999,0.25,0.8240000000000001,0.8141455610837,0.9996,0.9983,0.9999,0.0016,0.9992,False
Ramipril,Cancer overall,negative,0,0,,2013-08-11,10.838,9999,0,0,0.8,unknown,0.0,74.5,74.5,34.06,7.49,23.73,50.36,25.67,1.0,2.131,0.0,0.745,0.3406,0.07490000000000001,0.2373,0.5036,0.25670000000000004,0.2902856202077903,0.0108,0.0049,0.0233,0.0184,0.9785,False
Cisapride,QT Prolongation,standard,1,0,2000-03-15,1999-09-16,7.535,1089,0,0,1.0,2000-2005,96.71,48.3,48.3,49.28,83.09,58.26,50.0,68.96,1.0,9.594,0.9671,0.483,0.4928,0.8309000000000001,0.5826,0.5,0.6896,0.600303274763208,0.9983,0.9938,0.9995,0.0058,0.9966,False
Dronedarone,Hepatotoxicity,masked_signal,1,0,2011-01-15,2010-07-18,5.983,912,0,0,1.0,2010-2015,100.0,75.78,75.78,87.47,18.37,84.53,30.0,52.64,1.0,13.724,1.0,0.7578,0.8747,0.1837,0.8453,0.3,0.5264,0.6840279978675605,0.9881,0.958,0.9967,0.0388,0.9763,False
Sertraline,Violent Behavior,negative,0,0,,2013-04-18,6.126,9999,0,0,0.8,unknown,45.4,44.02,44.02,0.0,1.77,18.63,18.23,36.23,1.0,0.927,0.45399999999999996,0.44020000000000004,0.0,0.0177,0.1863,0.18230000000000002,0.36229999999999996,0.1668345574566382,0.0047,0.0023,0.0098,0.0075,0.9905,False
Lamotrigine,Bone Density Loss,negative,0,0,,2010-06-26,13.285,9999,0,0,0.8,unknown,16.75,19.18,19.18,0.0,0.0,0.41,34.48,39.73,1.0,1.913,0.1675,0.1918,0.0,0.0,0.0040999999999999995,0.3448,0.3973,0.2719305426666315,0.0027,0.0013,0.0053,0.004,0.9947,False
Lithium,Thyroid Cancer,negative,0,1,,2010-04-19,3.436,9999,0,0,0.8,unknown,18.89,34.21,34.21,23.49,22.11,19.53,68.57,29.84,1.0,2.184,0.1889,0.3421,0.2349,0.2211,0.1953,0.6857,0.2984,0.2945548394473621,0.0393,0.0186,0.081,0.0624,0.9215,False
Rapacuronium,Bronchospasm,standard,1,1,2001-03-15,2000-09-15,5.293,1092,0,0,0.6,2000-2005,72.77,70.07,70.07,64.06,59.23,26.4,30.0,66.22,1.0,21.026,0.7277,0.7006999999999999,0.6406000000000001,0.5922999999999999,0.264,0.3,0.6622,0.7864599965996404,0.9728,0.9156,0.9916,0.076,0.9457,False
Montelukast,Neuropsychiatric Events,negative,0,0,,2013-05-29,11.644,9999,0,0,0.8,unknown,44.25,54.5,54.5,25.45,16.32,12.59,77.55,43.13,1.0,1.005,0.4425,0.545,0.2545,0.1632,0.1259,0.7755,0.4313,0.17692647786024202,0.3389,0.1695,0.5629,0.3934,0.3221,True
Ranolazine,QT Prolongation,masked_signal,1,1,2006-01-15,2005-07-18,4.591,373,0,0,0.6,2005-2010,66.44,7.24,7.24,55.01,100.0,68.93,60.0,48.62,1.0,12.402,0.6644,0.0724,0.5501,1.0,0.6893,0.6,0.48619999999999997,0.6601014877032193,0.9864,0.9569,0.9958,0.0389,0.9728,False
Natalizumab,Progressive Multifocal Leuko.,silent_killer,1,1,2005-02-15,2004-08-18,5.46,591,0,0,1.0,2005-2010,75.97,0.0,0.0,60.96,47.83,52.69,70.0,67.09,1.0,13.83,0.7597,0.0,0.6096,0.4783,0.5268999999999999,0.7,0.6709,0.685852427866023,0.9947,0.9825,0.9984,0.016,0.9895,False
Rapacuronium,Bronchospasm,standard,1,1,2001-03-15,2000-09-15,6.329,600,1,0,1.0,2000-2005,88.52,39.71,39.71,37.92,50.23,82.88,50.0,79.43,1.0,5.047,0.8852,0.3971,0.37920000000000004,0.5023,0.8288,0.5,0.7943000000000001,0.4576912735685524,0.9987,0.9946,0.9997,0.0051,0.9974,False
Esomeprazole,Kidney Disease Chronic,negative,0,0,,2013-12-11,7.001,9999,0,0,0.8,unknown,27.24,50.21,50.21,29.01,34.28,0.0,14.85,39.42,1.0,0.696,0.2724,0.5021,0.2901,0.3428,0.0,0.1485,0.3942,0.1343580785915158,0.0134,0.0062,0.0286,0.0223,0.9732,False
Topiramate,Metabolic Acidosis Minor,negative,0,0,,2014-04-25,12.616,9999,0,0,0.8,unknown,43.1,25.96,25.96,6.9,0.0,32.15,0.0,44.12,1.0,0.916,0.431,0.2596,0.069,0.0,0.3215,0.0,0.4412,0.16537856463846384,0.0067,0.0031,0.0144,0.0113,0.9866,False
Pregabalin,Cardiac Arrhythmia,negative,0,1,,2012-01-17,3.679,9999,0,0,0.8,unknown,20.95,59.7,59.7,0.0,42.91,0.0,33.1,23.86,1.0,1.592,0.2095,0.597,0.0,0.4291,0.0,0.331,0.2386,0.24223601641004067,0.0025,0.0012,0.0051,0.0038,0.995,False
Lithium,Thyroid Cancer,negative,0,1,,2013-08-31,11.405,9999,0,0,0.8,unknown,0.0,44.32,44.32,15.41,0.0,0.0,32.05,40.85,1.0,1.895,0.0,0.4432,0.15410000000000001,0.0,0.0,0.32049999999999995,0.40850000000000003,0.270354082382953,0.0036,0.0017,0.0075,0.0058,0.9928,False
Isotretinoin,Depression,media_panic,1,1,2005-07-15,2005-01-15,6.838,314,0,0,1.0,2005-2010,20.64,40.59,40.59,13.89,61.47,18.59,85.0,44.45,1.0,18.113,0.2064,0.40590000000000004,0.1389,0.6147,0.1859,0.85,0.4445,0.7503813768460983,0.4998,0.2773,0.7223,0.445,0.0005,True
Prasugrel,Bleeding,standard,1,1,2009-07-15,2009-01-15,5.731,385,0,1,1.0,2005-2010,68.3,91.77,91.77,88.12,88.42,67.71,50.0,81.42,1.0,8.159,0.6829999999999999,0.9177,0.8812000000000001,0.8842,0.6770999999999999,0.5,0.8142,0.5632846441581082,0.9999,0.9995,1.0,0.0005,0.9998,False
Aspirin,Renal Cell Carcinoma,negative,0,0,,2014-06-06,10.714,9999,0,0,0.8,unknown,0.0,59.12,59.12,45.97,44.04,66.25,6.78,39.85,1.0,2.709,0.0,0.5912,0.4597,0.4404,0.6625,0.0678,0.3985,0.3333724383904682,0.079,0.0332,0.1767,0.1435,0.8419,False
Tolvaptan,Hepatotoxicity,standard,1,0,2013-04-15,2012-10-16,4.78,617,0,0,1.0,2010-2015,38.05,73.42,73.42,58.09,80.53,80.22,50.0,83.12,1.0,8.954,0.38049999999999995,0.7342,0.5809000000000001,0.8053,0.8022,0.5,0.8312,0.5844548296624531,0.9994,0.9975,0.9998,0.0024,0.9988,False
Ranolazine,QT Prolongation,masked_signal,1,0,2006-01-15,2005-07-18,6.879,342,0,1,1.0,2005-2010,68.92,78.03,78.03,47.75,64.79,26.0,85.0,55.01,1.0,11.785,0.6892,0.7803,0.4775,0.6479,0.26,0.85,0.5501,0.6481143485952289,0.9886,0.9581,0.997,0.0388,0.9772,False
Hydroxyethyl Starch,Renal Failure,standard,1,1,2013-06-15,2012-12-16,7.742,777,0,0,1.0,2010-2015,90.4,33.11,33.11,74.76,65.63,39.34,60.0,74.93,1.0,23.973,0.904,0.3311,0.7476,0.6563,0.3934,0.6,0.7493000000000001,0.818397238795754,0.9991,0.9965,0.9998,0.0033,0.9981,False
Buflomedil,Cardiovascular Events,standard,1,0,2011-02-15,2010-08-18,1.458,975,0,0,1.0,2010-2015,70.82,95.17,95.17,66.31,69.55,46.69,35.0,80.74,0.517608859884874,20.432,0.7081999999999999,0.9517,0.6631,0.6955,0.4669,0.35,0.8073999999999999,0.7795068801458209,0.9986,0.9941,0.9997,0.0056,0.9973,False
Rosuvastatin,Parkinson Disease,negative,0,0,,2011-06-19,13.323,9999,0,0,0.8,unknown,58.01,76.81,76.81,9.85,0.94,0.0,38.55,33.08,1.0,3.883,0.5801,0.7681,0.09849999999999999,0.009399999999999999,0.0,0.38549999999999995,0.3308,0.4033138631279447,0.0138,0.0061,0.0311,0.0251,0.9724,False
Quetiapine,Sudden Death (Low Dose),negative,0,0,,2014-06-28,14.81,9999,0,0,0.8,unknown,40.57,72.14,72.14,5.02,31.45,1.0,1.55,34.22,1.0,1.803,0.4057,0.7214,0.050199999999999995,0.3145,0.01,0.0155,0.3422,0.2621403817107971,0.0033,0.0015,0.007,0.0056,0.9935,False
Pioglitazone,Bladder Cancer,masked_signal,1,0,2011-06-15,2010-12-16,0.657,629,0,0,1.0,2010-2015,36.85,28.87,28.87,71.14,32.01,67.16,50.0,64.85,0.27999707177417954,10.917,0.3685,0.2887,0.7114,0.3201,0.6716,0.5,0.6485,0.6302329206780488,0.9732,0.9133,0.9921,0.0788,0.9464,False
Gadolinium,Nephrogenic Systemic Fibrosis,silent_killer,1,0,2006-12-15,2006-06-17,2.615,486,0,0,0.8,2005-2010,100.0,7.32,7.32,41.9,75.77,50.77,50.0,65.67,1.0,17.404,1.0,0.0732,0.419,0.7576999999999999,0.5077,0.5,0.6567000000000001,0.7407673443227264,0.9933,0.9772,0.998,0.0208,0.9866,False
Valproate,Pancreatic Cancer,negative,0,1,,2014-03-13,5.513,9999,0,0,0.8,unknown,58.54,53.76,53.76,87.41,31.94,1.15,35.48,36.36,1.0,3.825,0.5854,0.5376,0.8741,0.3194,0.0115,0.35479999999999995,0.3636,0.40027480407376825,0.3247,0.1523,0.5627,0.4104,0.3505,True
Sibutramine,Cardiovascular Events,standard,1,1,2010-01-15,2009-07-18,6.983,989,0,0,0.8,2010-2015,22.91,90.85,90.85,77.53,74.92,86.33,30.0,68.34,1.0,4.533,0.2291,0.9085,0.7753,0.7492,0.8633,0.3,0.6834,0.43509817670388995,0.995,0.9812,0.9987,0.0175,0.99,False
Pergolide,Cardiac Valvulopathy,standard,1,0,2007-01-15,2006-07-18,4.885,1181,0,0,1.0,2005-2010,49.49,29.41,29.41,100.0,13.89,43.17,50.0,73.39,1.0,8.904,0.4949,0.29410000000000003,1.0,0.1389,0.43170000000000003,0.5,0.7339,0.5831740596170548,0.9907,0.9679,0.9973,0.0294,0.9813,False
Aspirin,Renal Cell Carcinoma,negative,0,0,,2011-01-19,10.533,9999,0,0,0.8,unknown,26.93,74.47,74.47,33.47,12.92,16.66,7.39,37.87,1.0,3.581,0.2693,0.7447,0.3347,0.1292,0.1666,0.0739,0.3787,0.3870765026398392,0.0112,0.005,0.0247,0.0197,0.9776,False
Valproate,Pancreatic Cancer,negative,0,0,,2012-06-20,5.308,9999,0,0,0.8,unknown,0.0,79.7,79.7,28.66,29.48,0.0,14.34,33.82,1.0,3.622,0.0,0.797,0.2866,0.2948,0.0,0.1434,0.3382,0.3893426756037227,0.0039,0.0018,0.0084,0.0066,0.9923,False
Ibuprofen,Myocardial Infarction Chronic,negative,0,0,,2011-03-24,13.149,9999,0,0,0.8,unknown,17.98,66.3,66.3,0.0,27.52,17.4,15.0,42.16,1.0,3.954,0.17980000000000002,0.6629999999999999,0.0,0.2752,0.174,0.15,0.4216,0.4069853245141004,0.0086,0.0039,0.0189,0.0149,0.9827,False
Pregabalin,Cardiac Arrhythmia,negative,0,0,,2010-11-28,8.122,9999,0,0,0.8,unknown,0.0,7.3,7.3,47.54,32.03,50.06,2.51,41.65,1.0,1.937,0.0,0.073,0.4754,0.32030000000000003,0.5006,0.025099999999999997,0.4165,0.27401740383638795,0.022,0.0098,0.0485,0.0387,0.956,False
Albuterol,Asthma Mortality,negative,0,0,,2011-10-24,4.692,9999,0,0,0.8,unknown,45.11,69.16,69.16,18.11,35.69,33.21,14.26,25.76,1.0,3.671,0.4511,0.6916,0.18109999999999998,0.3569,0.3321,0.1426,0.2576,0.3920248061590584,0.0121,0.0056,0.026,0.0204,0.9759,False
Valproate,Pancreatic Cancer,negative,0,1,,2012-04-25,7.894,9999,0,0,0.8,unknown,21.2,75.7,75.7,0.0,27.04,56.76,31.88,44.69,1.0,2.72,0.212,0.757,0.0,0.2704,0.5676,0.3188,0.44689999999999996,0.3341256177158569,0.0912,0.0387,0.2001,0.1614,0.8175,False
Valproate,Pancreatic Cancer,negative,0,0,,2010-11-10,10.513,9999,0,0,0.8,unknown,38.17,49.93,49.93,42.56,47.42,49.9,8.11,29.14,1.0,3.276,0.38170000000000004,0.4993,0.42560000000000003,0.4742,0.499,0.08109999999999999,0.2914,0.3695530089303619,0.0447,0.02,0.0969,0.0769,0.9107,False
Valdecoxib,Stevens-Johnson Syndrome,standard,1,0,2005-04-15,2004-10-16,1.717,404,1,0,1.0,2005-2010,94.7,72.81,72.81,90.56,30.93,36.08,60.0,60.66,0.5762026982633139,15.077,0.9470000000000001,0.7281,0.9056000000000001,0.3093,0.3608,0.6,0.6065999999999999,0.7063867878740072,0.9958,0.9823,0.999,0.0167,0.9916,False
Paracetamol,Autism Spectrum Disorder,negative,0,0,,2013-01-05,4.44,9999,0,0,0.8,unknown,55.56,32.94,32.94,16.08,30.15,0.0,41.55,31.97,1.0,3.832,0.5556,0.32939999999999997,0.16079999999999997,0.3015,0.0,0.4155,0.3197,0.4006435197740522,0.0222,0.0105,0.0463,0.0359,0.9557,False
Adalimumab,Demyelinating Disease,silent_killer,1,0,2008-02-15,2007-08-18,6.436,1161,0,0,1.0,2005-2010,86.7,18.16,18.16,64.38,74.26,10.94,20.0,61.47,1.0,4.47,0.867,0.1816,0.6437999999999999,0.7426,0.1094,0.2,0.6147,0.43218564991562847,0.9161,0.7759,0.9717,0.1959,0.8321,False
Albuterol,Asthma Mortality,negative,0,0,,2010-05-28,7.872,9999,0,0,0.8,unknown,24.84,89.3,89.3,12.33,0.0,4.9,0.0,28.44,1.0,0.722,0.2484,0.893,0.1233,0.0,0.049,0.0,0.2844,0.13822749449572164,0.0008,0.0004,0.0016,0.0013,0.9985,False
Propoxyphene,Cardiac Conduction Abnormalities,standard,1,0,2010-11-15,2010-05-18,7.628,439,0,0,1.0,2010-2015,45.27,63.94,63.94,49.66,59.36,12.13,80.0,92.0,1.0,9.916,0.45270000000000005,0.6394,0.4966,0.5936,0.1213,0.8,0.92,0.607918515753183,0.999,0.996,0.9997,0.0037,0.998,False
Nimesulide,Hepatotoxicity,silent_killer,1,0,2002-03-15,2001-09-15,4.581,87,0,0,1.0,2000-2005,76.47,4.15,4.15,43.26,58.75,71.12,100.0,59.58,1.0,24.563,0.7646999999999999,0.0415,0.4326,0.5875,0.7112,1.0,0.5958,0.8243361471928164,0.9978,0.9924,0.9994,0.007,0.9956,False
Statins,ALS,negative,0,0,,2010-02-09,8.876,9999,0,0,0.8,unknown,9.96,74.46,74.46,0.0,53.55,6.35,3.52,42.41,1.0,2.596,0.09960000000000001,0.7445999999999999,0.0,0.5355,0.0635,0.0352,0.4241,0.3255032740916837,0.0066,0.0028,0.0151,0.0122,0.9869,False
Infliximab,Hepatosplenic T-cell Lymphoma,silent_killer,1,0,2006-09-15,2006-03-18,3.083,605,0,0,0.8,2005-2010,74.24,47.78,47.78,56.92,71.06,76.8,50.0,72.25,1.0,23.798,0.7424,0.4778,0.5692,0.7106,0.768,0.5,0.7225,0.8166086964881355,0.9986,0.9949,0.9996,0.0048,0.9972,False
Oral Contraceptives,Multiple Sclerosis,negative,0,0,,2011-12-01,7.781,9999,0,0,0.8,unknown,67.91,0.0,0.0,28.49,52.13,38.91,11.63,28.76,1.0,3.847,0.6790999999999999,0.0,0.2849,0.5213,0.38909999999999995,0.11630000000000001,0.2876,0.401431829460252,0.0354,0.0161,0.0764,0.0603,0.9291,False
Levothyroxine,Osteoporosis,negative,0,0,,2013-02-12,4.885,9999,0,0,0.8,unknown,11.96,47.34,47.34,9.89,49.07,0.82,18.81,49.42,1.0,3.281,0.11960000000000001,0.47340000000000004,0.0989,0.4907,0.008199999999999999,0.1881,0.49420000000000003,0.3698502331994862,0.0233,0.0103,0.0522,0.0419,0.9533,False
Insulin Glargine,Breast Cancer,negative,0,0,,2012-05-17,10.165,9999,0,0,0.8,unknown,6.8,78.83,78.83,15.66,48.44,27.14,23.28,37.42,1.0,2.251,0.068,0.7883,0.1566,0.4844,0.27140000000000003,0.2328,0.37420000000000003,0.299851201820686,0.0252,0.011,0.0565,0.0455,0.9497,False
Benzodiazepines,Alzheimer Disease,negative,0,1,,2011-12-21,13.598,9999,0,0,0.8,unknown,32.96,47.71,47.71,30.49,45.49,30.66,47.87,36.8,1.0,2.591,0.3296,0.4771,0.3049,0.4549,0.3066,0.47869999999999996,0.368,0.32514939233409823,0.1657,0.0788,0.3158,0.237,0.6685,False
Lithium,Thyroid Cancer,negative,0,1,,2012-02-02,5.481,9999,0,0,0.8,unknown,13.02,38.68,38.68,21.54,19.04,4.7,31.51,34.79,1.0,2.858,0.13019999999999998,0.3868,0.21539999999999998,0.19039999999999999,0.047,0.3151,0.3479,0.34338982462659,0.006,0.003,0.0121,0.0091,0.988,False
Efalizumab,PML,silent_killer,1,0,2009-02-15,2008-08-18,5.768,425,0,0,1.0,2005-2010,65.05,8.27,8.27,30.09,72.94,41.38,80.0,41.71,1.0,23.364,0.6505,0.0827,0.3009,0.7293999999999999,0.4138,0.8,0.4171,0.8121180670877727,0.8797,0.7227,0.9535,0.2308,0.7593,False
Sertraline,Violent Behavior,negative,0,1,,2012-08-20,5.117,9999,0,0,0.8,unknown,35.75,60.95,60.95,19.54,6.06,0.0,52.81,21.64,1.0,2.441,0.3575,0.6095,0.1954,0.060599999999999994,0.0,0.5281,0.2164,0.3142972863623902,0.0054,0.0026,0.0113,0.0087,0.9891,False
Hydroxyethyl Starch,Renal Failure,standard,1,0,2013-06-15,2012-12-16,1.918,1149,0,1,1.0,2010-2015,72.33,72.01,72.01,89.18,44.48,71.26,60.0,62.73,0.6167240296286385,10.61,0.7232999999999999,0.7201000000000001,0.8918,0.4448,0.7126,0.6,0.6273,0.6235949975255958,0.9984,0.9927,0.9996,0.0069,0.9968,False
Sibutramine,Cardiovascular Events,standard,1,0,2010-01-15,2009-07-18,6.321,593,0,1,0.8,2010-2015,62.85,26.91,26.91,75.56,56.7,67.44,50.0,72.75,1.0,24.456,0.6285000000000001,0.2691,0.7556,0.5670000000000001,0.6744,0.5,0.7275,0.823269334391255,0.9976,0.9903,0.9994,0.0091,0.9952,False
Quetiapine,Sudden Death (Low Dose),negative,0,0,,2010-07-23,8.517,9999,0,0,0.8,unknown,14.42,65.91,65.91,48.15,9.07,78.04,43.26,35.39,1.0,2.217,0.1442,0.6591,0.4815,0.0907,0.7804000000000001,0.4326,0.3539,0.2971772803279889,0.2186,0.0976,0.4197,0.3221,0.5629,True
Dabigatran,Gastrointestinal Bleeding,standard,1,0,2012-05-15,2011-11-16,6.722,879,1,0,0.8,2010-2015,31.22,58.24,58.24,74.01,95.67,62.63,35.0,80.98,1.0,18.913,0.3122,0.5824,0.7401000000000001,0.9567,0.6263000000000001,0.35,0.8098000000000001,0.7608101335622667,0.9985,0.9937,0.9997,0.006,0.997,False
Ibuprofen,Myocardial Infarction Chronic,negative,0,1,,2012-02-07,5.764,9999,0,0,0.8,unknown,44.23,85.93,85.93,39.69,19.03,71.9,26.42,33.36,1.0,1.961,0.44229999999999997,0.8593000000000001,0.3969,0.19030000000000002,0.7190000000000001,0.2642,0.3336,0.2760872812071533,0.1998,0.087,0.3958,0.3088,0.6003,True
Fenfluramine,Cardiac Valvulopathy,standard,1,1,1997-09-15,1997-03-18,4.911,798,0,1,0.6,2000-2005,96.95,70.91,70.91,48.88,41.1,76.11,30.0,90.18,1.0,12.412,0.9695,0.7091,0.4888,0.41100000000000003,0.7611,0.3,0.9018,0.6602911906866872,0.9994,0.9971,0.9999,0.0028,0.9988,False
Tetrazepam,Cutaneous Reactions,standard,1,1,2013-07-15,2013-01-15,3.168,1166,0,1,0.6,2010-2015,88.41,67.19,67.19,97.09,29.04,47.07,60.0,74.33,1.0,24.241,0.8841,0.6718999999999999,0.9709,0.2904,0.4707,0.6,0.7433,0.8211121138407517,0.9993,0.9967,0.9998,0.0031,0.9985,False
Natalizumab,Progressive Multifocal Leuko.,silent_killer,1,1,2005-02-15,2004-08-18,1.333,369,0,0,0.8,2005-2010,75.74,0.0,0.0,100.0,68.78,42.66,50.0,65.11,0.4864973043163797,11.247,0.7574,0.0,1.0,0.6878,0.4266,0.5,0.6511,0.6371800896224546,0.9967,0.9871,0.9992,0.0121,0.9934,False
Levetiracetam,Renal Toxicity Mild,negative,0,0,,2012-03-22,6.605,9999,0,0,0.8,unknown,64.82,51.78,51.78,0.0,30.71,11.89,11.67,30.66,1.0,1.16,0.6481999999999999,0.5178,0.0,0.3071,0.1189,0.1167,0.3066,0.1958653037119738,0.0066,0.0031,0.0142,0.0111,0.9868,False
Infliximab,Hepatosplenic T-cell Lymphoma,silent_killer,1,1,2006-09-15,2006-03-18,3.532,206,0,0,1.0,2005-2010,81.62,28.78,28.78,47.43,71.94,51.26,75.0,59.29,1.0,19.167,0.8162,0.2878,0.4743,0.7193999999999999,0.5126,0.75,0.5929,0.7640337811919263,0.9948,0.9829,0.9984,0.0155,0.9896,False
Celecoxib,Colorectal Cancer,negative,0,1,,2013-11-28,10.595,9999,0,0,0.8,unknown,43.23,32.26,32.26,12.54,11.47,13.1,54.24,36.35,1.0,0.886,0.43229999999999996,0.3226,0.12539999999999998,0.11470000000000001,0.131,0.5424,0.3635,0.16136478152304415,0.0347,0.0163,0.0723,0.056,0.9305,False
Topiramate,Metabolic Acidosis Minor,negative,0,1,,2013-04-18,8.269,9999,0,0,0.8,unknown,17.43,95.49,95.49,21.39,98.75,8.84,67.66,25.8,1.0,3.26,0.1743,0.9549,0.2139,0.9875,0.08839999999999999,0.6766,0.258,0.36859955035114156,0.2062,0.0853,0.42,0.3347,0.5876,True
Benzodiazepines,Alzheimer Disease,negative,0,0,,2014-05-02,8.668,9999,0,0,0.8,unknown,39.36,83.81,83.81,25.56,0.0,18.7,32.88,27.83,1.0,1.765,0.3936,0.8381000000000001,0.2556,0.0,0.187,0.32880000000000004,0.2783,0.25866880425966393,0.0111,0.005,0.0244,0.0194,0.9778,False
Quetiapine,Sudden Death (Low Dose),negative,0,0,,2013-09-09,13.591,9999,0,0,0.8,unknown,0.0,23.52,23.52,0.0,29.36,7.6,50.55,41.4,1.0,3.594,0.0,0.2352,0.0,0.29359999999999997,0.076,0.5055,0.414,0.3877972338286071,0.0119,0.0056,0.025,0.0194,0.9763,False
Natalizumab,Progressive Multifocal Leuko.,silent_killer,1,0,2005-02-15,2004-08-18,3.758,827,0,0,0.8,2005-2010,89.84,35.03,35.03,73.14,58.73,58.99,30.0,72.38,1.0,21.339,0.8984000000000001,0.3503,0.7314,0.5872999999999999,0.5899,0.3,0.7238,0.790048776331273,0.9965,0.9875,0.999,0.0116,0.9931,False
Vaccines,Autism,negative,0,1,,2011-11-16,7.257,9999,0,0,0.8,unknown,21.84,58.22,58.22,51.6,26.12,37.83,24.66,36.4,1.0,0.556,0.2184,0.5821999999999999,0.516,0.2612,0.37829999999999997,0.2466,0.364,0.11244609172809633,0.0735,0.033,0.1554,0.1224,0.853,False
Fluoride,IQ Reduction,negative,0,1,,2014-05-08,5.066,9999,0,0,0.8,unknown,16.24,92.75,92.75,16.31,45.06,5.32,0.0,24.6,1.0,2.464,0.1624,0.9275,0.1631,0.4506,0.053200000000000004,0.0,0.24600000000000002,0.3159916300355681,0.0016,0.0007,0.0035,0.0028,0.9968,False
Fluoride,IQ Reduction,negative,0,1,,2014-06-27,10.661,9999,0,0,0.8,unknown,18.55,34.11,34.11,37.36,5.63,40.72,6.62,44.5,1.0,2.292,0.1855,0.3411,0.3736,0.056299999999999996,0.4072,0.0662,0.445,0.303038688414381,0.0216,0.0098,0.0469,0.0371,0.9569,False
ACE Inhibitors,Pancreatic Cancer,negative,0,0,,2011-01-29,6.443,9999,0,0,0.8,unknown,26.5,87.69,87.69,26.78,0.0,5.89,5.84,48.43,1.0,2.54,0.265,0.8769,0.26780000000000004,0.0,0.058899999999999994,0.0584,0.4843,0.32151139069455154,0.015,0.0062,0.0358,0.0296,0.97,False
Beta Blockers,Depression (Systematic),negative,0,0,,2014-03-14,11.518,9999,0,0,0.8,unknown,26.46,30.79,30.79,26.25,15.68,22.28,56.5,36.64,1.0,1.8,0.2646,0.3079,0.2625,0.1568,0.2228,0.565,0.3664,0.26186802604156795,0.0558,0.0264,0.114,0.0876,0.8885,False
Hydroxychloroquine,Retinopathy Minor,negative,0,0,,2014-03-10,8.284,9999,0,0,0.8,unknown,4.81,34.5,34.5,35.88,30.05,68.55,58.9,36.19,1.0,3.724,0.0481,0.345,0.3588,0.3005,0.6855,0.589,0.3619,0.39489439343710037,0.2273,0.1073,0.4184,0.3111,0.5455,True
